b,G,gamma,M,phi,Rs
2.54e-10,6.611929581912948e10,0.15133025267969213,3.887772706323298,0.3130144042343457,3.217318026381581e-08
2.54e-10,7.562172073455286e10,0.17240156592449252,3.016107077322277,0.4281963645797731,2.871277682498260e-08
2.54e-10,7.17808365893409e10,0.24202591226225517,2.187502934125445,0.35058685855769084,3.221746638462051e-08
2.54e-10,7.787696764592291e10,0.2175681907917352,2.086450471620268,0.33470432192511607,2.831225126909157e-08
2.54e-10,7.529017158084113e10,0.23164990742647504,1.942664122224043,0.336363877292386,3.272943711553447e-08
2.54e-10,6.33705484128417e10,0.1982248455183576,1.923396454003062,0.41880989365409615,1.037314020555088e-08
2.54e-10,6.182691704928595e10,0.16186745229521524,3.438930961743813,0.326358584104992,7.710818341580138e-09
2.54e-10,6.923272471264047e10,0.20512810844737533,2.595308136304084,0.30313435449044884,4.373252945536857e-09
2.54e-10,6.798078160943123e10,0.15952537809505052,3.554296991392087,0.3560737719350773,3.033019613219536e-08
2.54e-10,6.96338515730309e10,0.16369654865769775,3.069952647369497,0.31485956290845174,2.898735333599352e-08
2.54e-10,6.268753945699508e10,0.24309147954651078,3.735212701079862,0.35919091252889085,3.080063706483223e-08
2.54e-10,6.4649491485302605e10,0.20763129784237638,3.155736657066609,0.30039283341573225,3.167100735616777e-08
2.54e-10,6.702183353253174e10,0.2441851582036757,3.727570642183894,0.4028311565647837,1.223377024148025e-08
2.54e-10,6.322928294787988e10,0.1832444522388547,2.961758277506441,0.4155297271415772,2.663302823415325e-08
2.54e-10,7.389776113151704e10,0.22054611122672538,4.002908231979990,0.4149273270491427,9.422080057643552e-09
2.54e-10,6.6513662807700485e10,0.20702394335533933,1.998524199013169,0.3152758667587053,8.507016761711467e-09
2.54e-10,6.05995607634975e10,0.19946073507307824,3.978182327941200,0.3463686961090603,3.017865772619640e-08
2.54e-10,6.228955084126246e10,0.18103772287626882,1.941600589805645,0.3746171214677521,8.127151466550804e-09
2.54e-10,7.967790940529355e10,0.156965742892305,2.739579539268935,0.36497339974450993,2.616279370146094e-08
2.54e-10,7.186571050533356e10,0.16711150227661847,2.119474827985431,0.43484503173854344,3.140324456200932e-08
2.54e-10,7.507600459020892e10,0.16216205003062767,2.512138076606957,0.3734623222174302,3.245017012145762e-08
2.54e-10,6.4193929644341675e10,0.15733056911200627,3.253647713464494,0.30259427300603814,2.856725101977275e-08
2.54e-10,6.287859271716151e10,0.15201045378048747,1.990661751939090,0.42378572889600774,1.072016785142161e-08
2.54e-10,6.572928596828691e10,0.16409629714583363,2.718523314066989,0.3163122593572353,3.027770160664952e-08
2.54e-10,6.657440261963593e10,0.17368883583410705,3.008536447523328,0.4404836861354709,3.347837295039818e-08
2.54e-10,7.899713322612582e10,0.18743526877430475,3.969150636029019,0.3859853065060951,2.962375952744487e-08
2.54e-10,7.991260440405382e10,0.2448160512632692,3.519473053344358,0.3979716680911648,1.536004407253718e-08
2.54e-10,6.081542145502428e10,0.23377318801420408,3.710817495314771,0.34580567871996004,3.080415107241438e-08
2.54e-10,6.161960222925909e10,0.15081659477306048,2.115349704685002,0.38368879426885805,3.157708160290808e-08
2.54e-10,6.749268652061415e10,0.20040545855007819,3.799071996430353,0.32027442419999874,8.526818196282186e-09
2.54e-10,6.139603850569013e10,0.15516752239655549,2.575331074285574,0.41452773300436796,3.188373699836729e-08
2.54e-10,7.247853945390813e10,0.15106979123792735,3.962199900911338,0.4248849450749805,1.243605917187101e-08
2.54e-10,6.0896771781563995e10,0.16214109570873775,3.252402870494275,0.32543111622508536,2.854851244626417e-08
2.54e-10,7.201544171360721e10,0.21508321476890366,2.675950331606001,0.44839702618931426,2.854806827705033e-08
2.54e-10,7.560289290425275e10,0.20148735374767457,2.696580843078264,0.30307648526676145,3.205446998794022e-08
2.54e-10,7.353654040140355e10,0.21697172460148967,2.151866792756023,0.4381893766744597,3.421591070135870e-08
2.54e-10,7.56842167701337e10,0.2422440463355259,2.190866484195371,0.367468252003436,3.198323738653505e-08
2.54e-10,6.4769050217266266e10,0.16521176054360626,3.515669218750799,0.33066520519028486,9.400294516124138e-09
2.54e-10,7.496050072224693e10,0.1637432695443539,3.062054124906817,0.36415063562816086,2.746533173969417e-08
2.54e-10,7.571250373429071e10,0.16914054222748306,3.078692590759984,0.3934465702173676,9.742886701643333e-09
2.54e-10,6.039572789586415e10,0.21141390688741651,3.973158079225486,0.34818723906534865,1.055500440652588e-08
2.54e-10,6.472145217765466e10,0.19709901147641637,2.219222749933322,0.4157715782130086,3.085246879943538e-08
2.54e-10,7.108770583224643e10,0.20660539956148113,2.132030120746870,0.32374039446729863,2.818440331258031e-08
2.54e-10,6.5915582644671394e10,0.23641799578156117,1.970981763466129,0.33228466537468504,1.129836209729382e-08
2.54e-10,6.476200200560387e10,0.21535201790911104,3.703168779820106,0.3198430653343297,3.012830071180525e-08
2.54e-10,7.84509177817956e10,0.19981800102411656,2.591128637824142,0.3594441053968207,3.018753578712730e-08
2.54e-10,6.36250001011924e10,0.20037164068142163,3.443871750508490,0.37844863060624817,3.094669603337569e-08
2.54e-10,6.167829922005899e10,0.23186980129183893,2.559261494138437,0.3642076043461472,9.107246947260964e-09
2.54e-10,7.81737438613175e10,0.21564873063771614,3.910451150980514,0.4258076022717912,2.982585907070008e-08
2.54e-10,7.371057349620988e10,0.1716507208552179,3.566702528285038,0.4302042559701328,1.056427573740436e-08
2.54e-10,6.0439192082507866e10,0.16197509254612957,2.202887275945880,0.3797644035263063,1.229395905052180e-08
2.54e-10,7.760215444947128e10,0.20903274345336104,2.147873094825537,0.4121105331381309,2.840598166668297e-08
2.54e-10,7.414501901190659e10,0.238529519618274,2.361276873731140,0.315684760473401,7.462602942642444e-09
2.54e-10,6.7433898543586975e10,0.20195901029693727,2.929935634371404,0.40897248959634985,1.401971590127527e-08
2.54e-10,7.413262918343814e10,0.19655232117831137,2.824808749548338,0.31035302172379353,1.625208388683101e-08
2.54e-10,7.492800969581844e10,0.2448054282567309,2.608334089231687,0.32561440886957027,3.204235318895364e-08
2.54e-10,6.644356808318052e10,0.22588059927277554,3.597368363270117,0.35172292878794886,3.210806858256889e-08
2.54e-10,7.033186420052698e10,0.24978028940147723,2.299354806924176,0.3196293854425094,1.500157592728752e-08
2.54e-10,7.3740027282021e10,0.24565548431261047,2.402342416807466,0.32334828637226143,1.109660067190872e-08
2.54e-10,7.814919000104419e10,0.1643982104851149,3.622525725360501,0.3386216274411795,2.971129031448722e-08
2.54e-10,7.702967605641806e10,0.1758611379315738,2.962912410156050,0.40481940707937913,8.200408960729928e-09
2.54e-10,6.163804152245027e10,0.19458972848356532,1.964151075751199,0.4389627784443859,9.752460034026453e-09
2.54e-10,7.186197438072467e10,0.19214859255338887,2.815520969874124,0.39742249159482423,2.996960271609360e-08
2.54e-10,6.739784495369229e10,0.22991487450000514,3.522640574273268,0.3417934082156402,1.089371600875928e-08
2.54e-10,7.689347638953473e10,0.1676606658344306,2.640328523140451,0.3439510318114464,9.375379289537479e-09
2.54e-10,6.223789371900621e10,0.19010487221142752,2.515514199932318,0.39390818567632513,9.819516592994802e-09
2.54e-10,6.780035309208992e10,0.24044084587267528,3.349537372198200,0.4038872131745576,1.014996421504168e-08
2.54e-10,6.204268097419754e10,0.15753415161460205,3.405820670300161,0.3227200762648499,8.339032868813600e-09
2.54e-10,7.151543667565987e10,0.15405227902221474,4.001745092300771,0.35150107451129564,3.129583506542076e-08
2.54e-10,7.67773008259219e10,0.1760080274336605,3.478406807529991,0.34782031633505783,1.049688823754219e-08
2.54e-10,7.446067018987773e10,0.20556474195791177,3.496755716433162,0.30629660008881476,2.701223781324118e-08
2.54e-10,7.270874668086432e10,0.2140928871753692,2.072181696893584,0.39798045505213614,2.782695132854205e-08
2.54e-10,6.255505683750929e10,0.21817934350749804,3.954345050579149,0.34086239585313505,3.342238204806070e-08
2.54e-10,6.393717373549977e10,0.2162772341751356,3.666520786608993,0.4418595103901966,8.809438412383559e-09
2.54e-10,7.297687795269232e10,0.1632861353399087,2.729652155721565,0.345515444766318,2.979574466205853e-08
2.54e-10,7.840378263453699e10,0.18586206214423986,3.190172549918675,0.36931237534856554,3.054123091599047e-08
2.54e-10,6.209648094672181e10,0.1762109064982308,3.935473543033385,0.4482285576003872,1.223335587557843e-08
2.54e-10,7.598216957212247e10,0.16230853784645594,3.839491114178609,0.310540733397174,1.070166577448742e-08
2.54e-10,6.330185119113843e10,0.2303329970053297,2.857406208227292,0.32576292970006526,1.211178463708460e-08
2.54e-10,7.3373428210011e10,0.24605109301122774,2.288584025131545,0.4391249706598199,8.641521919602396e-09
2.54e-10,7.762647211090228e10,0.2037070055795448,3.291034600562676,0.31261223534414107,9.853300938232767e-09
2.54e-10,6.757639101083921e10,0.21301078538107693,3.478201938935181,0.3538890836375144,1.023459505511380e-08
2.54e-10,7.409946336064133e10,0.21911429753248748,2.350057539146276,0.3272026724699987,1.034915522847589e-08
2.54e-10,6.757467413201354e10,0.16172675463578434,2.801050573133974,0.4192582517912186,8.838094937387353e-09
2.54e-10,7.241740939454523e10,0.2380348268039774,3.122326755462322,0.30428013708045354,3.067578343933037e-08
2.54e-10,6.0902489827949066e10,0.20924658757515274,2.849567607313238,0.3673962993038403,2.999866758009553e-08
2.54e-10,6.737727740446521e10,0.21174107159074956,3.552312518574704,0.3140584373951214,3.672485181323227e-08
2.54e-10,7.433938473155554e10,0.17714561949955118,2.076959526253813,0.4455870948057423,8.728792120503173e-09
2.54e-10,6.288373878655002e10,0.19493818076174624,3.715043136729719,0.3492585635310611,1.073114020693344e-08
2.54e-10,6.95891440480467e10,0.23795636731839373,3.704971268170138,0.3240660201686977,8.881571971965033e-09
2.54e-10,7.974755407472455e10,0.2028517238542775,2.595997481262596,0.37018465464051464,2.995821299911979e-08
2.54e-10,6.6044004196444664e10,0.24248807654314325,3.218188327916999,0.4403864237888257,3.163288593504798e-08
2.54e-10,6.5535509493066284e10,0.1573460664671016,2.444638626231070,0.3755936528552438,3.053690593411353e-08
2.54e-10,7.40533189665193e10,0.20977973310908088,2.112563757357067,0.3885005402715237,2.842346237459061e-08
2.54e-10,7.776875763171542e10,0.1642767232812688,3.147418732892703,0.37841793806952573,2.824040602874569e-08
2.54e-10,7.687828398143047e10,0.19634544644864138,2.315880739890748,0.3420622912929322,9.916184884903411e-09
2.54e-10,6.787425729818222e10,0.22820464214833866,2.295621403795109,0.35857805470408116,2.699238882872791e-08
2.54e-10,7.939759816797153e10,0.17766603288103297,3.823081322541706,0.4059419847794815,6.163744332523277e-09
2.54e-10,6.917082389675093e10,0.24899664983494563,3.472232589859146,0.3710096506499446,3.100509971004718e-08
2.54e-10,7.79846639718088e10,0.24448933568243972,3.315325073520112,0.3064057245735736,3.058631341577824e-08
2.54e-10,7.610905507471518e10,0.2036942503403983,2.525332799249143,0.3049550566939866,7.384839710526532e-09
2.54e-10,6.7809740505671776e10,0.20952212858806132,3.203934786872387,0.39112061053072134,3.023986673076172e-08
2.54e-10,7.026063268089636e10,0.17636586726537623,4.049180633651209,0.4183660117686367,2.976318869043559e-08
2.54e-10,7.746160690447668e10,0.16797555569413558,3.009527958366102,0.3065748459536596,1.155450289041193e-08
2.54e-10,6.1134419579349655e10,0.23079264854124124,3.779759384491210,0.31899994685467614,3.339361544394705e-08
2.54e-10,7.873266144942255e10,0.16451695027514102,1.947766436827396,0.3402873845184826,2.685838632082526e-08
2.54e-10,6.7862380463002205e10,0.22218649377031569,3.783615025207712,0.37135146275553854,8.666171747241330e-09
2.54e-10,6.291708417558553e10,0.20513014605936292,3.858195498497741,0.3507315508767847,2.539532461698131e-08
2.54e-10,6.149342034042087e10,0.1978802806546303,3.379486566604658,0.4251199520435363,3.111514977018659e-08
2.54e-10,7.054649336091864e10,0.166129169145401,2.280072724353090,0.374206015305993,3.161501695382928e-08
2.54e-10,6.770766752111749e10,0.2268707017703258,2.982736158242076,0.36525689277133333,8.130130936076799e-09
2.54e-10,7.75497767993169e10,0.24685819259678005,3.095667593029944,0.34954601357410087,1.052618176734044e-08
2.54e-10,6.601320614907474e10,0.15605072987997776,3.603242737812694,0.37200426436276307,3.010869194197665e-08
2.54e-10,6.290312309432448e10,0.18649838190171267,2.788773178927744,0.42717316693326507,2.700889393930722e-08
2.54e-10,6.486196774782629e10,0.19078829129075073,2.746555687486667,0.4069243738344083,2.975202575379250e-08
2.54e-10,6.267397655926672e10,0.24910687375009827,2.545568875927553,0.339910173188537,7.852792162615159e-09
2.54e-10,6.292020539112085e10,0.20397001865696476,2.387100848552460,0.38835217227807106,9.546817125034273e-09
2.54e-10,7.289530612359232e10,0.22601014521444526,2.087361292085835,0.343375321503013,2.934100837825422e-08
2.54e-10,6.296818531266116e10,0.17364855010597396,3.825220977772854,0.3975433471753932,2.961471240838379e-08
2.54e-10,6.429095426381581e10,0.23360441870357845,2.097065403809931,0.3703668310970857,2.774443941896461e-08
2.54e-10,6.730503743704126e10,0.22465674304054856,1.939867135496242,0.35756350938812026,2.793756400495634e-08
2.54e-10,6.369209271441667e10,0.2149234722245472,3.445145482709788,0.33281033201193666,1.235386523924346e-08
2.54e-10,6.2082986969204445e10,0.17305953405274954,3.479166992600220,0.3390640215622319,3.230462856508038e-08
2.54e-10,7.150992127653905e10,0.16254326899746094,2.891655606122979,0.33173314300595796,1.129863715546330e-08
2.54e-10,6.610279284792694e10,0.16944175059975702,2.863085243410298,0.37319483844935614,3.025966322424749e-08
2.54e-10,6.321609305512063e10,0.24394594838047362,2.522785188835720,0.34148682715315415,1.259277958267175e-08
2.54e-10,7.44623206517273e10,0.24862306714138427,2.741126760091992,0.4052619125811861,3.192987517806348e-08
2.54e-10,7.952541482475452e10,0.24633271330142262,3.456441074019142,0.3479873985404597,3.112268899180534e-08
2.54e-10,7.22693708263704e10,0.18173248418440385,3.200457561667435,0.4338163666628846,1.016927594032354e-08
2.54e-10,6.161003850461516e10,0.15260262402456948,3.935247157121589,0.3811046582825173,6.024194448660140e-09
2.54e-10,7.024203293356201e10,0.2172216243498109,3.349647878130209,0.30058695566560484,1.220963517847746e-08
2.54e-10,7.092470436633614e10,0.19039977873211927,2.029923266847485,0.4098076825099854,1.078261203442283e-08
2.54e-10,7.501707380376442e10,0.15944834362667534,2.152867463276935,0.3548835235127092,1.225228724723200e-08
2.54e-10,6.543674438069115e10,0.22330487140183192,3.962998757644027,0.35627763767082865,9.946689898150973e-09
2.54e-10,6.55145604404642e10,0.15047564787455459,4.054521070941060,0.43135533028723744,2.957969780414023e-08
2.54e-10,6.826004426849388e10,0.19089929421730054,3.298891107263822,0.42061156251573484,3.003516657406584e-08
2.54e-10,7.926141016118167e10,0.24511491212111275,3.943459557227989,0.4467858613070697,3.035083686578652e-08
2.54e-10,6.310073074146452e10,0.24583476979696367,2.739872327690491,0.4428741407866155,3.086668239856413e-08
2.54e-10,6.2830093721081924e10,0.16544605549954744,3.482649637803033,0.3408610172043917,8.836988200904029e-09
2.54e-10,7.375379026852048e10,0.23097089652193442,3.694866505633692,0.43145984999431686,3.042958909663704e-08
2.54e-10,7.202427470791376e10,0.18586580925411003,2.885065686878436,0.3693171590237475,2.967741554476094e-08
2.54e-10,7.61957678408435e10,0.18121083971711288,3.431998259349717,0.3116024211516957,8.270294800207411e-09
2.54e-10,6.438005253611145e10,0.15176893589775725,3.731582391746120,0.37120837889857616,8.343309720693391e-09
2.54e-10,6.2108552034594734e10,0.24271168379322008,3.869711477996275,0.41108768302752885,3.124540677248305e-08
2.54e-10,7.781926067792928e10,0.20773359470061814,2.213166790998230,0.3155863701339718,5.913731469156206e-09
2.54e-10,6.296942616883364e10,0.24811995436823692,3.042548208995764,0.4450972118957249,1.121455542705944e-08
2.54e-10,7.631477754635051e10,0.21251457104724275,3.579061087011132,0.3448077788526872,2.740988352101317e-08
2.54e-10,7.233553099558325e10,0.1707519555635686,4.078448473726241,0.39472062849228196,3.158565792768469e-08
2.54e-10,6.758915324985926e10,0.16450885975488744,2.922667754465132,0.42254740418968234,3.125087520235950e-08
2.54e-10,6.3137852639686554e10,0.18001783822622477,2.628508634702332,0.3040221171634333,1.028290876317912e-08
2.54e-10,7.620296137366174e10,0.19454016194907908,2.503508726114712,0.4172781954316065,3.110064007004882e-08
2.54e-10,6.7274282038033875e10,0.16046847916014823,3.039381722070893,0.3956539044269788,9.555306616239599e-09
2.54e-10,6.458976656399507e10,0.19760351536088078,3.247830807937903,0.35288627251530164,3.268561437324946e-08
2.54e-10,7.157574288402058e10,0.23499964455383013,2.593562002800595,0.4297930383255155,2.999106616070832e-08
2.54e-10,7.499749636804327e10,0.18520027519231977,3.423021375650934,0.4167996516125149,3.090095353057360e-08
2.54e-10,7.160842782200871e10,0.23122542917731834,2.274252257529150,0.44276754208071123,2.806963554253353e-08
2.54e-10,6.178163644810106e10,0.1733063969868599,3.660138763436617,0.40973453845732744,7.259463518182069e-09
2.54e-10,6.391343170128967e10,0.21404711935301252,3.114746164322465,0.36964491770588426,8.519400931367482e-09
2.54e-10,7.661889658502444e10,0.1535198777115719,2.682807683616852,0.3490893471845655,2.587227875948850e-08
2.54e-10,7.473313883036554e10,0.19389595596357911,4.000954546402792,0.32159748050244397,3.005952086134163e-08
2.54e-10,7.41220555320125e10,0.17065328085104836,3.832786103337829,0.35821404912297083,3.037780822536795e-08
2.54e-10,6.554001698873071e10,0.15343722164855822,3.634136642116789,0.4427172915264479,2.975781683411356e-08
2.54e-10,6.322594068807172e10,0.18273902005688095,2.768413825462249,0.3608580564932264,1.270058674529623e-08
2.54e-10,7.273195928642818e10,0.171096044986831,3.248682953839288,0.4423886772772659,2.986024667998907e-08
2.54e-10,7.98786447205226e10,0.24525597440555963,3.237249181870175,0.38228728383636607,2.920581058038141e-08
2.54e-10,7.407501196716812e10,0.2098369181575928,2.442787890220404,0.4486742905740574,3.104212353116184e-08
2.54e-10,7.688337942874625e10,0.22508866832566818,2.907228127090972,0.3700935229448421,1.032452574818046e-08
2.54e-10,6.758036269252496e10,0.24177335929499305,3.832816073201315,0.39308032756758304,3.209077902230507e-08
2.54e-10,6.731138278784531e10,0.1544333578479381,2.779326842584766,0.34551557051268944,3.002178646891733e-08
2.54e-10,6.1437336479069916e10,0.17318558085141172,2.159841517471730,0.3177262718846745,3.009343901971508e-08
2.54e-10,6.803477783562337e10,0.1859856513522137,3.549064535611016,0.3212972097400214,2.809931069587512e-08
2.54e-10,6.64973807660067e10,0.21586519331829312,4.079916740823823,0.43217973608046806,2.814109779236264e-08
2.54e-10,7.845100494265671e10,0.22455952470451648,2.316432714429372,0.39198546893858943,9.575799121728939e-09
2.54e-10,7.693323875520497e10,0.22182095991887338,2.542229480608297,0.3356292552372685,3.204945027981313e-08
2.54e-10,7.04832166589249e10,0.2281071644827011,2.874367789690513,0.40116822920974987,2.917435146603141e-08
2.54e-10,7.506701771067075e10,0.16419890391481515,2.244840032863798,0.3366989251768089,2.970434837467046e-08
2.54e-10,6.872225615821777e10,0.17084865972137575,2.281739319965627,0.4465937505235701,1.306289682571057e-08
2.54e-10,6.357329621395351e10,0.18443814205133247,2.465596559398980,0.30215457789333805,2.690799004987077e-08
2.54e-10,7.289119982036531e10,0.1852765868733082,2.602183679371807,0.41317470427845787,7.667350978653389e-09
2.54e-10,7.49511620949295e10,0.18539158531603225,1.971005059711723,0.3792903131379193,9.479032542907710e-09
2.54e-10,7.096347128152122e10,0.2025363195087141,3.230027965486622,0.32914570708979607,1.297740263567330e-08
2.54e-10,6.1955194969293915e10,0.19038760407572333,2.733355586997554,0.3685889797036595,3.236221042466468e-08
2.54e-10,6.7024135649398766e10,0.23503496902051063,2.208583020021039,0.4164808561946881,3.190133220386758e-08
2.54e-10,6.0976859998883606e10,0.16410319569719165,3.846957734817229,0.3761709015917389,9.505417080459225e-09
2.54e-10,7.374272836881197e10,0.24463663830988738,2.650655527190755,0.4382153852213406,9.343391092612553e-09
2.54e-10,7.136790660037889e10,0.20262098514494706,2.443534005975845,0.36701122291084365,1.313127388639579e-08
2.54e-10,7.52852178866568e10,0.2144428456362769,3.380310824873997,0.3768037046343513,9.554065452488208e-09
2.54e-10,7.813210517127823e10,0.21995058620436134,2.438118602040437,0.3298305348476823,3.078594511070727e-08
2.54e-10,6.180556864968785e10,0.2386644529492761,3.362922408897770,0.43260751930113744,2.857786679067541e-08
2.54e-10,7.340569712242445e10,0.19507728079971978,3.361233307694031,0.3500031137797879,1.222810944583324e-08
2.54e-10,6.8334827707997406e10,0.17303398632570063,2.343758363637664,0.3559702664032707,1.050870247578713e-08
2.54e-10,7.91215640075369e10,0.16614909509913878,2.931468066145309,0.417965429331816,8.260809073079709e-09
2.54e-10,6.040702805972064e10,0.19509589171764377,2.617566319479964,0.36141986027823864,2.945673351125383e-08
2.54e-10,7.059571076995276e10,0.23747603917734572,3.378217661785749,0.41862124343582385,2.956014295564186e-08
2.54e-10,7.763096638254779e10,0.24883153338080777,3.980254435372095,0.4408333321200849,2.821985684251928e-08
2.54e-10,7.120906309631966e10,0.2063454366345142,2.320864272953373,0.38600694641748007,2.781422986232741e-08
2.54e-10,7.799421227879407e10,0.18301126022451486,2.563178425069086,0.34544922408873635,3.412571844343161e-08
2.54e-10,6.183087055430745e10,0.1522544202162634,3.117851858066925,0.32601694067279074,3.338750840335319e-08
2.54e-10,7.435494119385825e10,0.15931753994841585,3.999643323707501,0.32328354285463246,8.869942192111475e-09
